,Unnamed: 0,Name,username,twitter_link,text,likes,retweets,replies,followers,engagement_rate
787,787,Investor News,newsfilterio,https://twitter.com/newsfilterio/status/1602681342562549761#m,BeiGene&#39;s BRUKINSA® Demonstrated Superior Progression-Free Survival Over IMBRUVICA® in Chronic Lymphocytic Leukemia in L.. $BGNE https://newsfilter.io/articles/beigene39s-brukinsa-zanubrutinib-demonstrated-superior-progression-free-survival-over-imbruvica-ibru-876e6ecae28cfe65461205995da337af,0,0,0,22900,0.0
842,842,Investor News,newsfilterio,https://twitter.com/newsfilterio/status/1595082128655384576#m,BeiGene to Present Final PFS Results from ALPINE Trial Demonstrating Superior PFS for BRUKINSA® Versus IMBRUVICA® in Lat.. $BGNE https://newsfilter.io/articles/beigene-to-present-final-pfs-results-from-alpine-trial-demonstrating-superior-pfs-for-brukinsa-versu-6ffdb3b57a0c2abf4ccfbd689c413825,0,0,0,22900,0.0
599,599,"Scrip, Citeline Commercial",PharmaScrip,https://twitter.com/PharmaScrip/status/1644596523554988039#m,AbbVie/J&J Withdrawal Of Imbruvica Indications Clears Space For Competitors https://bit.ly/412l1Nw #PharmaScrip,0,0,0,22400,0.0
59,59,"Scrip, Citeline Commercial",PharmaScrip,https://twitter.com/PharmaScrip/status/1718161333730918826#m,"AbbVie’s Immunology Growth Strategy Is Delivering, But Imbruvica Reduced By IRA https://bit.ly/479FPG0 #PharmaScrip",0,0,0,22400,0.0
78,78,"Scrip, Citeline Commercial",PharmaScrip,https://twitter.com/PharmaScrip/status/1713978753213145156#m,"Already Closing In On Imbruvica With Brukinsa, BeiGene Sets Its Sights On Another Hematology Blockbuster https://bit.ly/3RUMu2m #PharmaScrip",2,2,0,22400,0.017857142857142856
761,761,"Scrip, Citeline Commercial",PharmaScrip,https://twitter.com/PharmaScrip/status/1603314050057879552#m,ASH 2022: Brukinsa Bests Imbruvica In Leukemia/Lymphoma PFS https://bit.ly/3WmAEwM #PharmaScrip,0,0,0,22400,0.0
593,593,Gunnar Esiason,G17Esiason,https://twitter.com/G17Esiason/status/1644886370987409409#m,Biotech cranks them out every year.. products that keep people alive...  Lipitor Humira Keytruda Trikafta Zolgensma Enbrel Imbruvica Ibrance,191,3,16,21100,0.9952606635071091
34,34,Families USA,FamiliesUSA,https://twitter.com/FamiliesUSA/status/1721935653368189012#m,"#Imbruvica was named one of the first 10 Medicare Part D drugs up for price negotiation. This treatment for blood cancers helps 20,000 people in Medicare. If you are one of them, we want to hear your story! DM us for more! #NegotiationStartsNow",0,0,0,19700,0.0
30,30,Families USA,FamiliesUSA,https://twitter.com/FamiliesUSA/status/1722720800942301352#m,"Imbruvica cost Medicare Part D $2.6 billion, which is why it is among the first 10 drugs up for price negotiations. Meanwhile, Abbvie & Janssen, the companies that jointly produce #Imbruvica, made at least $58 billion last year. It’s clear it is time to #PayLessForRx",3,2,0,19700,0.025380710659898477
390,390,"Stephanie Graff, MD, FACP",DrSGraff,https://twitter.com/DrSGraff/status/1696514658553770403#m,"For the #HemOnc crowd—making the list are Eliquis, Xarelto, and Imbruvica #MedTwitter #financialtoxicity   First Drugs Picked for Medicare Price Negotiations  https://www.nytimes.com/2023/08/29/us/politics/medicare-drug-pricing-negotiations.html",4,0,0,18700,0.0213903743315508
225,225,joel,jpostman,https://twitter.com/jpostman/status/1696785771418779748#m,I’m writing a Game of Thrones style fantasy novel. These are the characters I’ve come up with:  —Eliquis —Jardiance —Xarelto —Januvia —Farxiga —Entresto  —Enbrel —Imbruvica —Stelara —Fiasp,5,0,1,18600,0.03225806451612903
98,98,Ben Miller,benwritesthings,https://twitter.com/benwritesthings/status/1709209787273974209#m,"My sons Xarelto, Entresto, and Enbrel; my daughters Eliquis, Jardiance, Januvia, Farxiga, Imbruvica, and Stelara, and my non-binary child Fiasp",4,1,0,18200,0.027472527472527472
646,646,Fox Chase Cancer Center,FoxChaseCancer,https://twitter.com/FoxChaseCancer/status/1626759404606435328#m,"In this exclusive @medpagetoday video, Fox Chase's Dr. Henry Fung discusses the results of a large randomized trial supporting the inclusion of ibrutinib (Imbruvica) to the standard first-line treatment of younger patients with mantle cell lymphoma: bit.ly/3E9XGjS",1,0,0,16500,0.006060606060606061
354,354,Amy B Wang,amybwang,https://twitter.com/amybwang/status/1696551779524063615#m,Biden administration names 10 prescription drugs for price negotiations: - Eliquis - Jardiance - Xarelto - Januvia - Farxiga - NovoLog - Enbrel - Stelara - Entresto - Imbruvica  via @goldsteinamy @ByDanielGilbert https://wapo.st/45OqYQt,2,0,0,16200,0.01234567901234568
792,792,Pharmaceutical Market Europe,PMLiVEcom,https://twitter.com/PMLiVEcom/status/1602650569398980608#m,Janssen’s Imbruvica shows promise in chronic lymphocytic leukaemia study dlvr.it/SfHjxW #Janssen #chroniclymphocyticleukaemia #Imbruvica,1,0,1,15600,0.01282051282051282
999,999,Pharmaceutical Market Europe,PMLiVEcom,https://twitter.com/PMLiVEcom/status/1563127262043869186#m,AbbVie’s Imbruvica bags FDA approval for paediatric patients with chronic graft versus host disease dlvr.it/SXGxwj #AbbVie #Imbruvica #chronicgraftversushostdisease,0,0,0,15600,0.0
214,214,an3ita5 🌊#bluecrew,An3ita5,https://twitter.com/An3ita5/status/1696870135569485935#m,"Enbrel, Imbruvica and Stelara, as well as Fiasp and certain other insulins made by Novo Nordisk, including NovoLog. Medicare enrollees paid a total of $3.4 billion in out-of-pocket costs last year and those who didn't receive additional financial assistance shelled out as much",0,0,1,15300,0.006535947712418302
601,601,BioCentury,BioCentury,https://twitter.com/BioCentury/status/1644452538261946373#m,"BioCentury's latest Quick Takes: J&J, AbbVie withdrawing pair of indications for Imbruvica; plus Lenvima/Keytruda combo comes up short, and digital pioneer Pear seeks bankruptcy protection https://buff.ly/3Mqhswo",2,0,0,15300,0.013071895424836603
393,393,an3ita5 🌊#bluecrew,An3ita5,https://twitter.com/An3ita5/status/1696512858102616412#m,"and Xarelto, as well as the cancer therapy Imbruvica. It also includes Farxiga, Jardiance and Januvia, all of which treat diabetes. @anitafellows4",1,0,1,15300,0.013071895424836603
172,172,Kathryn Tewson,KathrynTewson,https://twitter.com/KathrynTewson/status/1697242153335087351#m,“Imbruvica” sounds like something a drunken East Ender would say while trying to express affection.,4,0,1,14900,0.03355704697986577
627,627,Bertrand Delsuc,BertrandBio,https://twitter.com/BertrandBio/status/1635223644942262273#m,"$BMY, $PFE, $ABBV drugs likely to face U.S. price negotiation  most mentioned by Wall Street analysts and academics: Eliquis Ibrance Imbruvica Ozempic Xtandi Xarelto https://www.reuters.com/business/healthcare-pharmaceuticals/bristol-myers-pfizer-abbvie-drugs-likely-face-us-price-negotiation-2023-03-13/",2,2,0,14800,0.02702702702702703
570,570,Bertrand Delsuc,BertrandBio,https://twitter.com/BertrandBio/status/1648308447979401218#m,"$JNJ Wolchok: higher competitive pressure on Imbruvica vs expectations in 2021, counting on Tecvayli & talquetamab in the future $GMAB",7,0,1,14800,0.05405405405405406
653,653,Bertrand Delsuc,BertrandBio,https://twitter.com/BertrandBio/status/1623697146393374722#m,"is a price story with a further step up in erosion in H2, in 2024 it will be more about volume  majority of Imbruvica erosion expected in 2023",0,0,1,14800,0.006756756756756757
821,821,Bertrand Delsuc,BertrandBio,https://twitter.com/BertrandBio/status/1600258053927903232#m,"case, Akesio mentions the experience of those who brought Imbruvica to the market under Pharmacyclics, so their experience for Imbruvica/BD is a clear plus. Maybe more info on strategy at the JP Morgan next month.",0,0,2,14800,0.013513513513513514
40,40,Protect Our Care,ProtectOurCare,https://twitter.com/ProtectOurCare/status/1721587942265679966#m,"Lynn @P4ADNOW: ""I would like to thank CMS for including Imbruvica as one of the 10 drugs eligible for price negotiation. It is my hope that future negotiations will make these meds affordable to more seniors.""",3,2,0,14600,0.03424657534246575
73,73,Protect Our Care,ProtectOurCare,https://twitter.com/ProtectOurCare/status/1715033313365172675#m,"Lower prices are being negotiated for the first 10 drugs selected for the Medicare negotiation program, with more drugs to be named each year.  The first ten drugs are: Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp/NovoLog",1,5,0,14600,0.04109589041095891
54,54,Protect Our Care,ProtectOurCare,https://twitter.com/ProtectOurCare/status/1718712556863283638#m,"Lower prices are being negotiated for the first 10 drugs selected for the Medicare Negotiation Program, with more drugs to be named each year.  The first ten drugs are Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp/NovoLog.",2,2,0,14600,0.0273972602739726
36,36,Protect Our Care,ProtectOurCare,https://twitter.com/ProtectOurCare/status/1721599276055240879#m,Anne: “I am so pleased that [Imbruvica] was included in President Biden’s list because I try to help a lot of new patients that are on a Facebook CLL group and one of their biggest concerns is the cost of the drugs to treat CLL.”,0,1,0,14600,0.00684931506849315
851,851,de ZorgSector,dezorgsector,https://twitter.com/dezorgsector/status/1593765136837513216#m,"Human medicines European public assessment report (EPAR): Imbruvica, ibrutinib, Lymphoma, Mantle-Cell;Leukemia, Lymphocytic, Chronic, B-Cell, Date of authorisation: 21/10/2014, Revision: 28, Status: Authorised https://www.dezorgsector.eu/2022/11/human-medicines-european-public_19.html?utm_source=dlvr.it&utm_medium=twitter",0,0,0,14200,0.0
850,850,de ZorgSector,dezorgsector,https://twitter.com/dezorgsector/status/1593956394377842688#m,"Human medicines European public assessment report (EPAR): Imbruvica, ibrutinib, Lymphoma, Mantle-Cell;Leukemia, Lymphocytic, Chronic, B-Cell, Date of authorisation: 21/10/2014, Revision: 28, Status: Authorised https://www.dezorgsector.eu/2022/11/human-medicines-european-public_6.html?utm_source=dlvr.it&utm_medium=twitter",0,0,0,14200,0.0
602,602,BioPharma Dive,BioPharmaDive,https://twitter.com/BioPharmaDive/status/1644395361497399296#m,AbbVie removes two approvals for blood cancer drug Imbruvica https://www.biopharmadive.com/news/abbvie-withdraw-imbruvica-accelerated-approval/647101/ $ABBV $JNJ by @Lilah_Alvarado,2,1,0,13000,0.023076923076923075
803,803,HemOnc Today,HemOncToday,https://twitter.com/HemOncToday/status/1601936100033019906#m,#ASH22 NEW STANDARD? Ibrutinib for first-line treatment of mantle cell lymphoma. https://bit.ly/3VLCS9i #Ibrutinib #Imbruvica @JanssenUS #MantleCellLymphoma @ASH_hematology #HemOnc #OncAlert #MedEd,1,0,0,12300,0.008130081300813007
436,436,Sally Gardner,newt50,https://twitter.com/newt50/status/1696493879799734484#m,"CNN - The Biden administration unveiled Tuesday the names of the first 10 drugs subject to price negotiations in Medicare. They are: Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp and certain other insulins made by Novo Nordisk,1/2",16,7,4,11800,0.2288135593220339
765,765,PharmaLive,pharmalive,https://twitter.com/pharmalive/status/1603101782980186112#m,BeiGene’s Brukinsa outshines Janssen’s Imbruvica in comparison trial   https://www.pharmalive.com/beigenes-brukinsa-outshines-janssens-imbruvica-in-comparison-trial/,0,0,0,11700,0.0
93,93,James Packard Love,jamie_love,https://twitter.com/jamie_love/status/1709554424312467677#m,KEI Comments to CMS Regarding Imbruvica (Ibrutinib) R&D  https://www.keionline.org/39109,3,4,0,10900,0.06422018348623854
607,607,Medical Dialogues,medicaldialogs,https://twitter.com/medicaldialogs/status/1644279485251092480#m,AbbVie plan to wihthdraw US accelerated nods for some blood cancer treatments #AbbVie #AbbVienews #IMBRUVICA #ibrutinib #bloodcancer #mantlecelllymphoma #marginalzonelymphoma https://medicaldialogues.in/news/industry/pharma/abbvie-plan-to-wihthdraw-us-accelerated-nods-for-some-blood-cancer-treatments-109695?utm_campaign=pubshare&utm_source=Twitter&utm_medium=3246541758&utm_content=scheduled-link&utm_id=212,0,0,0,10600,0.0
990,990,Medical Dialogues,medicaldialogs,https://twitter.com/medicaldialogs/status/1563788035535568896#m,"Janssen bags USFDA nod for IMBRUVICA for chronic graft-versus-host disease treatment @JanssenUS,@JNJNews #JanssenPharma #johnsonandjohnson #johnsonandjohnsonnews #USFDA #IMBRUVICA #ibrutinib #graft-versus-hostdisease https://medicaldialogues.in/news/industry/pharma/janssen-bags-usfda-nod-for-imbruvica-for-chronic-graft-versus-host-disease-treatment-98166?utm_campaign=pubshare&utm_source=Twitter&utm_medium=3246541758&utm_content=scheduled-link&utm_id=212",0,0,0,10600,0.0
397,397,Dividend Wave,DividendWave,https://twitter.com/DividendWave/status/1696511405384425966#m,Imbruvica should read $ABBV and $JNJ (similar to Eliquis where 2 companies share profits),5,0,2,10500,0.06666666666666667
445,445,Adam Cancryn,adamcancryn,https://twitter.com/adamcancryn/status/1696489795881521207#m,"The initial list, per a CMS fact sheet: -Eliquis -Jardiance -Xarelto -Januvia -Farxiga -Entresto -Enbrel -Imbruvica -Stelara -Fiasp; Fiasp FlexTouch; Fiasp PenFill; NovoLog; NovoLog FlexPen; NovoLog PenFill https://www.cms.gov/files/document/fact-sheet-medicare-selected-drug-negotiation-list-ipay-2026.pdf",6,5,3,10300,0.13592233009708737
181,181,Nevada Current,NevadaCurrent,https://twitter.com/NevadaCurrent/status/1697016435636359406#m,"In 2022 the average annual out-of-pocket cost per Nevada Medicare enrollee prescribed the drugs ranged from a high of $5,247 for Imbruvica to a low of $121 per for NovoLog. https://www.nevadacurrent.com/blog/white-house-estimates-60000-nevadans-will-save-from-drug-price-negotiations/",5,1,0,9186,0.06531678641410843
404,404,Laura Garcia,LauraGarciaNBC,https://twitter.com/LauraGarciaNBC/status/1696506765612130585#m,"Biden admin announces first 10 drugs facing Medicare price negotiation. Jardiance, Januvia, Farxiga, Fiasp all for diabetes. Entresto,  for heart failure. Enbrel, for arthritis and psoriasis. Imbruvica, a blood cancer drug. Stelara,  psoriasis, Crohn's disease and other illnesses",7,3,0,9010,0.11098779134295228
414,414,mlb,ctyankee007,https://twitter.com/ctyankee007/status/1696500719728181603#m,"@cspanwj The Biden administration unveiled the first 10 drugs subject to price negotiations in Medicare. They are: Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp and certain other insulins made by Novo Nordisk, including NovoLog",1,0,0,8991,0.011122233344455567
387,387,Mike,half_witt,https://twitter.com/half_witt/status/1696515419186541001#m,"U.S. Announces First Drugs Picked for Medicare Price Negotiations: Eliquis, Jardiance, Xarelto, Januvia, Farxiga, Entresto, Enbrel, Imbruvica, Stelara, and Fiasp & NovoLog insulin products. https://www.nytimes.com/2023/08/29/us/politics/medicare-drug-pricing-negotiations.html?smid=tw-share",0,0,0,8900,0.0
609,609,"John P. Leonard, MD",JohnPLeonardMD,https://twitter.com/JohnPLeonardMD/status/1644234443006136320#m,A drug that has made a huge impact on the treatment of MCL and also helped MZL patients - interesting scenario: Update on IMBRUVICA® (ibrutinib) U.S. Accelerated Approvals for Mantle Cell Lymphoma and Marginal Zone Lymphoma Indications | AbbVie News Center https://news.abbvie.com/news/press-releases/update-on-imbruvica-ibrutinib-us-accelerated-approvals-for-mantle-cell-lymphoma-and-marginal-zone-lymphoma-indications.htm,17,4,1,8522,0.2581553625909411
22,22,BowTiedBiotech 🧪🔬🧬,BowTiedBiotech,https://twitter.com/BowTiedBiotech/status/1725883490418254253#m,"7/ Imbruvica is a drug approved for orphan indications.  AbbVie has expected to harvest sales across multiple indications until LOE 2033    With IRA, they can kiss those sales goodbye    Abbvie has taken a $2.1B impairment on its balance sheet",1,0,1,8357,0.023932033026205578
